name,age,net_worth_million_usd,industries,country,self_made,gender
Yoichi Erikawa,75,1090.89,Media & Entertainment,Japan,True,M
Ekaterina Fedun,37,1090.43,Energy,Russia,False,F
Chen Qingzhou & family,60,1090.28,Telecom,China,True,M
Tulay Kazanci,70,1089.48,Diversified,Turkey,False,F
Aidyn Rakhimbayev,53,1088.92,Real Estate,Kazakhstan,True,M
Ali Erdemoglu,66,1088.72,Manufacturing,Turkey,True,M
Fritz Draexlmaier,74,1088.25,Automotive,Germany,False,M
Bhaskara Rao Bollineni,72,1087.76,Healthcare,India,True,M
Hong Seok-joh,73,1087.3,Fashion & Retail,South Korea,False,M
Christian Chabot,54,1087.06,Technology,United States,True,M
Eugene MIkhaylov,43,1086.38,Food & Beverage,Russia,False,M
Sergey Mikhaylov,47,1086.38,Food & Beverage,Russia,False,M
Paritosh Garg,70,1085.1,Manufacturing,India,True,M
Dou Zhenggang,72,1084.18,Diversified,China,True,M
Krishna Kumar Bangur,65,1083.81,Manufacturing,India,False,M
Zachary Stern,44,1083.45,Food & Beverage,United States,False,M
Cai Hongbin,65,1083.07,Healthcare,China,True,M
Carlos Eduardo M. Scripilliti,65,1082.53,Diversified,Brazil,False,M
Regina Helena S. Velloso,65,1082.53,Diversified,Brazil,False,M
Rajesh Sharma,56,1082.43,Finance & Investments,India,False,M
Clóvis Ermírio de Moraes,65,1082.41,Diversified,Brazil,False,M
William Fung,77,1081.94,Logistics,Hong Kong,False,M
Bart van Malderen,59,1081.89,Manufacturing,Belgium,False,M
Maky Zanganeh,55,1081.07,Healthcare,United States,True,F
Michael Novogratz,61,1081.0,Finance & Investments,United States,True,M
Steve Conine,53,1080.52,Technology,United States,True,M
Andrii Verevskyi,51,1080.32,Food & Beverage,Ukraine,True,M
Farhad Ebrahimi,87,1077.64,Manufacturing,United States,True,M
Alan Rydge,73,1076.86,Media & Entertainment,Australia,True,M
Quek Leng Chye,82,1076.79,Diversified,Singapore,False,M
Carl-Anton Kunz,27,1076.19,Manufacturing,Germany,False,M
Wee Wei Chi,68,1075.56,Finance & Investments,Singapore,False,F
Wee Wei Ling,75,1075.56,Finance & Investments,Singapore,False,F
Hans Langer,74,1075.56,Manufacturing,Germany,True,M
Xia Xinde,61,1074.92,Manufacturing,China,True,M
Zhou Liangzhang & family,63,1074.79,Manufacturing,China,True,M
Alexander Mikhalskiy,66,1073.34,Fashion & Retail,Russia,True,M
Lu Zhongfang,83,1071.87,Automotive,China,True,F
Diamantis Diamantides & family,78,1071.15,Logistics,Greece,True,M
Chen Xueli,74,1070.88,Healthcare,China,True,M
Lin Por-Chun,77,1070.34,Manufacturing,Taiwan,False,M
Hua Shen,63,1069.22,Technology,United States,True,M
Timothy Springer,78,1068.92,Healthcare,United States,True,M
Chang Kuo-Cheng,64,1068.78,Logistics,Taiwan,False,M
Petr Bely,53,1066.97,Healthcare,Russia,True,M
Donald Mackenzie,69,1065.41,Finance & Investments,United Kingdom,True,M
Li Jianguo,61,1063.35,Telecom,China,True,M
Zhang Hongwei,71,1063.17,Diversified,China,True,M
Victor Fung,80,1063.09,Logistics,United States,False,M
Caspar Callerström,53,1063.08,Finance & Investments,Sweden,True,M
Brian Lawson,66,1062.5,Finance & Investments,Canada,True,M
Andrea Della Valle,60,1061.94,Fashion & Retail,Italy,False,M
Bruce Mathieson,82,1061.32,Real Estate,Australia,True,M
Maria Frias,65,1061.2,Media & Entertainment,Brazil,False,F
Xu Zhihan,53,1060.92,Technology,China,True,M
Deepak Mehta,69,1060.73,Manufacturing,India,False,M
Luigi Cremonini & family,87,1060.72,Food & Beverage,Italy,True,M
Tseng Sing-ai,65,1060.34,Manufacturing,Taiwan,False,F
Rajinder Gupta,67,1059.94,Manufacturing,India,True,M
Zheng Xiaodong,62,1057.91,Manufacturing,China,True,M
Ong Leong Huat,82,1057.06,Finance & Investments,Malaysia,True,M
Delfin Jorge Ezequiel Carballo,73,1056.83,Finance & Investments,Argentina,True,M
Christian Sinding,53,1055.66,Finance & Investments,Norway,True,M
Chen Jinghong & family,80,1055.36,Manufacturing,China,True,M
Manoj Punjabi,53,1054.83,Media & Entertainment,Indonesia,True,M
Orion Hindawi,46,1054.0,Technology,United States,True,M
Lee Su-jin,48,1053.0,Technology,South Korea,True,M
K. Rai Sahi,80,1051.65,Real Estate,Canada,True,M
Chen Huxiong,55,1050.82,Manufacturing,China,True,M
Sachin Agarwal,54,1047.85,Manufacturing,India,False,M
Mats Paulsson & family,82,1047.13,Construction & Engineering,Sweden,True,M
Michael Rees,51,1045.6,Finance & Investments,United States,True,M
Zhong Peifeng,63,1045.08,Telecom,United States,True,M
Zhang Feng & family,62,1044.36,Manufacturing,China,True,M
Gyorgy Gattyan,55,1043.12,Media & Entertainment,Hungary,True,M
Jeffrey Soffer,58,1040.73,Real Estate,United States,False,M
Zhang Cheng Fei,58,1040.69,Manufacturing,China,True,M
Leone Benetton,41,1038.39,Fashion & Retail,Italy,False,M
Beyoncé Knowles-Carter,44,1037.6,Media & Entertainment,United States,True,F
Cyrus Madon,60,1037.36,Finance & Investments,Canada,True,M
Dick Portillo,86,1037.07,Food & Beverage,United States,True,M
Wang Jinhua,63,1036.5,Metals & Mining,China,True,M
Cho Hyun-beom,54,1036.06,Automotive,South Korea,False,M
Ric Elias,58,1035.7,Media & Entertainment,United States,True,M
Zhu Zhaojiang,52,1035.6,Manufacturing,China,True,M
Chen Baozhen,83,1034.22,Technology,China,True,F
Aydin Dogan,90,1033.95,Media & Entertainment,Turkey,True,M
Kevin Plank,53,1033.84,Fashion & Retail,United States,True,M
Huang Qiaoling,67,1031.86,Media & Entertainment,China,True,M
Li Li,62,1031.53,Healthcare,China,True,M
Larry Silverstein,94,1031.34,Real Estate,United States,True,M
Harshil Mathur,35,1031.33,Finance & Investments,India,True,M
Shashank Kumar,35,1031.33,Finance & Investments,India,True,M
Dylan Field,34,1031.17,Technology,United States,True,M
Wei Lidong & family,50,1029.66,Technology,China,True,M
Bang Si-hyuk,53,1028.78,Media & Entertainment,South Korea,True,M
Tsai Cheng-Chiu,65,1028.57,Finance & Investments,Taiwan,False,M
Rihanna,38,1028.11,Fashion & Retail,Barbados,True,F
Yuri Shefler,58,1028.09,Food & Beverage,Russia,True,M
Xu Shijun & family,63,1027.33,Manufacturing,China,True,M
Don Ahern,72,1027.2,Service,United States,False,M
Clemens Fischer,50,1027.0,Diversified,Germany,True,M
Fu Kwan,68,1026.91,Diversified,China,True,M
Bill Cummings,89,1026.6,Real Estate,United States,True,M
Lin Por-Shih,81,1026.39,Manufacturing,Taiwan,False,M
Chang Jing,43,1023.22,Technology,China,True,M
Ninian Mogan Lourdenadin,72,1023.1,Real Estate,Malaysia,True,M
Kristina Hollweg,57,1022.43,Manufacturing,Germany,False,F
Giannis Alafouzos & family,68,1021.31,Logistics,Greece,False,M
Richard Yuengling Jr & family,83,1021.19,Food & Beverage,United States,False,M
Naresh Trehan,79,1020.21,Healthcare,India,True,M
Murat Vargi,78,1019.85,Telecom,Turkey,True,M
Simone Maag de Moura Cunha,65,1019.6,Healthcare,Switzerland,False,F
Gao Jinzhu,66,1019.17,Metals & Mining,China,True,F
Paul Taubman,65,1016.24,Finance & Investments,United States,True,M
Li Liufa & family,68,1016.01,Diversified,China,True,M
Jared Kushner,45,1015.65,Finance & Investments,United States,False,M
Xu Guozhong & family,62,1014.97,Manufacturing,China,True,M
Walter Kurtz,81,1013.27,Manufacturing,Germany,True,M
Omani Carson,61,1009.79,Finance & Investments,United States,True,M
Ivan Streshinsky,56,1008.48,Diversified,Russia,True,M
Vladimir Melnikov,78,1008.32,Fashion & Retail,Russia,True,M
Cai Mingtong,74,1008.07,Technology,China,True,M
Louis Bacon,69,1008.0,Finance & Investments,United States,True,M
Laszlo Szijj,67,1007.02,Construction & Engineering,Hungary,True,M
Neerja Sethi,71,1006.4,Technology,United States,True,F
Jorge Rodriguez Rodriguez,80,1005.52,Diversified,Peru,True,M
Anne Dinning,63,1005.5,Finance & Investments,United States,True,F
Shyam Sankar,44,1005.24,Technology,United States,True,M
Waldemar Munich,68,1004.91,Construction & Engineering,Germany,True,M
Zach McLeroy,63,1004.1,Food & Beverage,United States,True,M
Muhammed Aziz Khan,71,1003.99,Energy,Singapore,True,M
Rameshchandra Jain,77,1003.9,Manufacturing,India,True,M
Axel Stawski,75,1000.64,Real Estate,United States,True,M
David Hindawi,81,1000.0,Technology,United States,True,M
Dr. Dre,61,1000.0,Media & Entertainment,United States,True,M
Richard Kurtz,85,1000.0,Real Estate,United States,True,M
Robert Johnson,80,1000.0,Media & Entertainment,United States,True,M
Shayne Coplan,27,1000.0,Technology,United States,True,M
Stephen Ketchum,64,1000.0,Finance & Investments,United States,True,M
Thor Bjorgolfsson,59,1000.0,Diversified,Iceland,True,M
